iter	RMSE
138	0.1012130872
139	0.1011549262
140	0.1010433172
141	0.1009105104
142	0.1007521443
143	0.100572014
144	0.1004664608
145	0.100251231
146	0.1001188417
147	0.09994909105
148	0.09979030014
149	0.09963340948
150	0.09950463955
151	0.09934459787
152	0.09918347073
153	0.09897351329
154	0.09885309493
155	0.09880532323
156	0.09856546339
157	0.09841635792
158	0.09825489256
159	0.09810538025
160	0.09801451606
161	0.09784753442
162	0.09770828242
163	0.09752233902
164	0.09736950125
165	0.09722806015
166	0.09713160392
167	0.0969244902
168	0.09680557865
169	0.09668260595
170	0.09661301554
171	0.09643788329
172	0.09629324678
173	0.09613822889
174	0.09598229361
175	0.09577508177
176	0.0956224533
177	0.0954771161
178	0.09537233436
179	0.09522641327
180	0.09511559106
181	0.09494104264
182	0.0947364467
183	0.0945733186
184	0.09441944392
185	0.09434491231
186	0.09423074232
187	0.09409469286
188	0.09400572488
189	0.09390712643
190	0.09376566776
191	0.09365960351
192	0.09351800431
193	0.09338281867
194	0.09324531756
195	0.09308681183
196	0.09297189997
197	0.09287566066
198	0.09276745301
199	0.09269267941
200	0.09255424784
201	0.09235243001
202	0.09216261129
203	0.09206491937
204	0.09187982216
205	0.09176987579
206	0.09167829092
207	0.09156481496
208	0.09145684723
209	0.09128723842
210	0.09119493271
211	0.09106517092
212	0.09096505906
213	0.09084300014
214	0.09074928097
215	0.09059828806
216	0.09044534359
217	0.09027613427
218	0.09009529726
219	0.0899767575
220	0.08984908694
221	0.08975046288
222	0.08964296066
223	0.08956295104
224	0.08943363806
225	0.0893130953
226	0.08913559223
227	0.08902577863
228	0.08888463026
229	0.08878709692
230	0.08867629637
231	0.0885455572
232	0.08845020577
233	0.08827526238
234	0.08807659288
235	0.0878391971
236	0.08776317062
237	0.08767668298
238	0.08752437434
239	0.08744440392
240	0.0873442732
241	0.08721914881
242	0.08714877279
243	0.0870358386
244	0.08688161246
245	0.08673494419
246	0.08664591395
247	0.08656619889
248	0.08644451778
249	0.08626385247
250	0.08609582836
251	0.08599949932
252	0.0858691593
253	0.08576623695
254	0.08567961827
255	0.08558126859
256	0.0854629608
257	0.08536314834
258	0.08526291171
259	0.08510695329
260	0.08498319173
261	0.08487510812
262	0.08479554391
263	0.08468970669
264	0.08454165282
265	0.08444778727
266	0.08434074406
267	0.084161004
268	0.08399101837
269	0.08392231179
270	0.08375746918
271	0.08365016076
272	0.08349577675
273	0.08333252998
274	0.08321975607
275	0.08314145616
276	0.0830533022
277	0.08297344207
278	0.08281328204
279	0.08264686713
280	0.08256677389
281	0.08241559101
282	0.08232960619
283	0.08227426972
284	0.08207884465
285	0.08200516489
286	0.08189598643
287	0.0817961194
288	0.08169171677
289	0.08154653536
290	0.08142663359
291	0.08129041555
292	0.08118261522
293	0.08109835007
294	0.08101670328
295	0.08086789003
296	0.08078628784
297	0.08064856444
298	0.08055678528
299	0.08042151285
300	0.080316300	0301	0.0801865301	0302	0.080109302	0.303	0.079997303	0.304	0.079900304	0.305	0.07982305	0.0306	0.0796306	0.07452377557
307	0.07436482836
308	0.07428691374
309	0.07416161367
310	0.07402554073
311	0.07391325315
312	0.07386495536
313	0.07369306197
314	0.07354704848
315	0.07344845732
316	0.07336268924
317	0.07326525031
318	0.07315288711
319	0.07302386153
320	0.07293426646
321	0.07280014781
322	0.07258230726
323	0.07249066585
324	0.07235952767
325	0.07224887449
326	0.07209405788
327	0.07194067935
328	0.07177174427
329	0.07162661778
330	0.07145806216
331	0.07136742801
332	0.07126476881
333	0.07115257719
334	0.07103888799
335	0.07091829224
336	0.07082238683
337	0.07069190182
338	0.070611217
339	0.07051465634
340	0.07047272188
341	0.07038363179
342	0.07028100566
343	0.07017883564
344	0.07005505335
345	0.06988512198
346	0.06980249076
347	0.06968133914
348	0.06959615191
349	0.06949325968
350	0.06936735513
351	0.06925146711
352	0.06912548732
353	0.06900825066
354	0.06889332521
355	0.06878675943
356	0.06863819717
357	0.06853203642
358	0.06844012211
359	0.06829909812
360	0.06823836731
361	0.0681135271
362	0.06798712522
363	0.06784257824
364	0.06771681451
365	0.06757128236
366	0.06750365697
367	0.06736449964
368	0.06724999634
369	0.06709897372
370	0.06701286008
371	0.06692486271
372	0.06684144734
373	0.06675916238
374	0.06664684592
375	0.06657795228
376	0.06649171636
377	0.06634259115
378	0.06622788662
379	0.06612533851
380	0.06603175737
381	0.06593321418
382	0.06584392716
383	0.0656998949
384	0.06557404189
385	0.06550029159
386	0.06540564286
387	0.06532528054
388	0.06528815625
389	0.06520210966
390	0.06510227952
391	0.06499453707
392	0.06487467637
393	0.06480154572
394	0.06472007282
395	0.06464917486
396	0.06456512452
397	0.06446675757
398	0.06433642379
399	0.06422687777
400	0.0640948201
401	0.06398998793
402	0.06391077614
403	0.06387191171
404	0.06378916953
405	0.06373731502
406	0.06366979402
407	0.06358261389
408	0.0635364654
409	0.063436142
410	0.06335651973
411	0.06321614865
412	0.06314271113
413	0.06304053001
414	0.06298057883
415	0.06282019064
416	0.06273079896
417	0.06263305533
418	0.06250122199
419	0.06235205592
420	0.06227030124
421	0.0621361718
422	0.06201022536
423	0.0619190004
424	0.06186260661
425	0.06177404023
426	0.06169062162
427	0.06158624355
428	0.06153178075
429	0.061382
430	0.06129291539
431	0.06121117414
432	0.06110311755
433	0.06099150692
434	0.06089685391
435	0.06083637734
436	0.06073088052
437	0.06068727539
438	0.06057549855
439	0.06050732178
440	0.06041999598
441	0.06031784487
442	0.06027455455
443	0.06016886209
444	0.0600506374
445	0.05998584021
446	0.05992983759
447	0.0598008966
448	0.05973217806
449	0.05962932632
450	0.05958470268
451	0.05951210551
452	0.05944229746
453	0.0593702967
454	0.05931485155
455	0.05918378219
456	0.05907439505
457	0.05894496066
458	0.05881664667
459	0.05876481871
460	0.05864671812
461	0.05860583084
462	0.0585227852
463	0.05840323733
464	0.05827062757
465	0.05815370281
466	0.05807587452
467	0.05794910673
468	0.05788066458
469	0.05779153123
470	0.0576603895
471	0.05760242275
472	0.05753138394
473	0.05746762895
474	0.05739456207
475	0.05731845271
476	0.05727151114
477	0.05718611727
478	0.05715640713
479	0.05711626973
480	0.05704510185
481	0.05693543999
482	0.05685502015
483	0.05678066749
484	0.0567487885
485	0.05664531078
486	0.05652120881
487	0.05641204907
488	0.05630918802
489	0.05618606877
490	0.05604662275
491	0.0559881837
492	0.05589265508
493	0.05579496294
494	0.0557217779
495	0.05564560566
496	0.05556978484
497	0.05547236621
498	0.05535676348
499	0.05529935081
473519
493	0.03779476583
494	0.03774604825
495	0.0376735634
496	0.03761499129
497	0.03756690342
498	0.0375221228
499	0.03747619756
